Memory Length4000;;;;;;;
Trigger Level0.000E+00;;;;;;;
SourceCH1;;;;;;;
Probe1X;;;;;;;
Vertical UnitsV;;;;;;;
Vertical Scale;1.00E+00;;;;;;
Vertical Position;-4.00E-02;;;;;;
Horizontal Unitss;;;;;;;
Horizontal Scale5.000E-02;;;;;;;
Horizontal Position0.000E+00;;;;;;;
Horizontal ModeRoll Mode;;;;;;;
Sampling Period;2.00E-04;;;;;;
FirmwareV1.12;;;;;;;
Time ;;Escalas de tiempo;Tiempo(s);Waveform Data Ch1;Ch1 (V);Waveform Data Ch1;Ch2 (V)
ModeFast;;;;;;;
Waveform Data;;;;;;;
23;;1392;2.78E-01;9.20E-01;3.68E-02;;
22;;1393;2.79E-01;8.80E-01;3.52E-02;;
22;;1394;2.79E-01;8.80E-01;3.52E-02;;
22;;1395;2.79E-01;8.80E-01;3.52E-02;;
22;;1396;2.79E-01;8.80E-01;3.52E-02;;
22;;1397;2.79E-01;8.80E-01;3.52E-02;;
22;;1398;2.80E-01;8.80E-01;3.52E-02;;
22;;1399;2.80E-01;8.80E-01;3.52E-02;;
21;;1400;2.80E-01;8.40E-01;3.36E-02;;
21;;1401;2.80E-01;8.40E-01;3.36E-02;;
21;;1402;2.80E-01;8.40E-01;3.36E-02;;
21;;1403;2.81E-01;8.40E-01;3.36E-02;;
22;;1404;2.81E-01;8.80E-01;3.52E-02;;
22;;1405;2.81E-01;8.80E-01;3.52E-02;;
20;;1406;2.81E-01;8.00E-01;3.20E-02;;
21;;1407;2.81E-01;8.40E-01;3.36E-02;;
21;;1408;2.82E-01;8.40E-01;3.36E-02;;
21;;1409;2.82E-01;8.40E-01;3.36E-02;;
21;;1410;2.82E-01;8.40E-01;3.36E-02;;
20;;1411;2.82E-01;8.00E-01;3.20E-02;;
20;;1412;2.82E-01;8.00E-01;3.20E-02;;
20;;1413;2.83E-01;8.00E-01;3.20E-02;;
20;;1414;2.83E-01;8.00E-01;3.20E-02;;
21;;1415;2.83E-01;8.40E-01;3.36E-02;;
20;;1416;2.83E-01;8.00E-01;3.20E-02;;
20;;1417;2.83E-01;8.00E-01;3.20E-02;;
20;;1418;2.84E-01;8.00E-01;3.20E-02;;
20;;1419;2.84E-01;8.00E-01;3.20E-02;;
20;;1420;2.84E-01;8.00E-01;3.20E-02;;
20;;1421;2.84E-01;8.00E-01;3.20E-02;;
20;;1422;2.84E-01;8.00E-01;3.20E-02;;
20;;1423;2.85E-01;8.00E-01;3.20E-02;;
20;;1424;2.85E-01;8.00E-01;3.20E-02;;
20;;1425;2.85E-01;8.00E-01;3.20E-02;;
20;;1426;2.85E-01;8.00E-01;3.20E-02;;
20;;1427;2.85E-01;8.00E-01;3.20E-02;;
20;;1428;2.86E-01;8.00E-01;3.20E-02;;
20;;1429;2.86E-01;8.00E-01;3.20E-02;;
20;;1430;2.86E-01;8.00E-01;3.20E-02;;
20;;1431;2.86E-01;8.00E-01;3.20E-02;;
19;;1432;2.86E-01;7.60E-01;3.04E-02;;
19;;1433;2.87E-01;7.60E-01;3.04E-02;;
19;;1434;2.87E-01;7.60E-01;3.04E-02;;
20;;1435;2.87E-01;8.00E-01;3.20E-02;;
19;;1436;2.87E-01;7.60E-01;3.04E-02;;
20;;1437;2.87E-01;8.00E-01;3.20E-02;;
19;;1438;2.88E-01;7.60E-01;3.04E-02;;
19;;1439;2.88E-01;7.60E-01;3.04E-02;;
19;;1440;2.88E-01;7.60E-01;3.04E-02;;
19;;1441;2.88E-01;7.60E-01;3.04E-02;;
18;;1442;2.88E-01;7.20E-01;2.88E-02;;
19;;1443;2.89E-01;7.60E-01;3.04E-02;;
18;;1444;2.89E-01;7.20E-01;2.88E-02;;
19;;1445;2.89E-01;7.60E-01;3.04E-02;;
19;;1446;2.89E-01;7.60E-01;3.04E-02;;
18;;1447;2.89E-01;7.20E-01;2.88E-02;;
19;;1448;2.90E-01;7.60E-01;3.04E-02;;
19;;1449;2.90E-01;7.60E-01;3.04E-02;;
18;;1450;2.90E-01;7.20E-01;2.88E-02;;
18;;1451;2.90E-01;7.20E-01;2.88E-02;;
19;;1452;2.90E-01;7.60E-01;3.04E-02;;
18;;1453;2.91E-01;7.20E-01;2.88E-02;;
18;;1454;2.91E-01;7.20E-01;2.88E-02;;
18;;1455;2.91E-01;7.20E-01;2.88E-02;;
18;;1456;2.91E-01;7.20E-01;2.88E-02;;
17;;1457;2.91E-01;6.80E-01;2.72E-02;;
17;;1458;2.92E-01;6.80E-01;2.72E-02;;
18;;1459;2.92E-01;7.20E-01;2.88E-02;;
17;;1460;2.92E-01;6.80E-01;2.72E-02;;
17;;1461;2.92E-01;6.80E-01;2.72E-02;;
17;;1462;2.92E-01;6.80E-01;2.72E-02;;
17;;1463;2.93E-01;6.80E-01;2.72E-02;;
17;;1464;2.93E-01;6.80E-01;2.72E-02;;
17;;1465;2.93E-01;6.80E-01;2.72E-02;;
17;;1466;2.93E-01;6.80E-01;2.72E-02;;
17;;1467;2.93E-01;6.80E-01;2.72E-02;;
17;;1468;2.94E-01;6.80E-01;2.72E-02;;
16;;1469;2.94E-01;6.40E-01;2.56E-02;;
17;;1470;2.94E-01;6.80E-01;2.72E-02;;
16;;1471;2.94E-01;6.40E-01;2.56E-02;;
16;;1472;2.94E-01;6.40E-01;2.56E-02;;
16;;1473;2.95E-01;6.40E-01;2.56E-02;;
17;;1474;2.95E-01;6.80E-01;2.72E-02;;
16;;1475;2.95E-01;6.40E-01;2.56E-02;;
16;;1476;2.95E-01;6.40E-01;2.56E-02;;
16;;1477;2.95E-01;6.40E-01;2.56E-02;;
16;;1478;2.96E-01;6.40E-01;2.56E-02;;
16;;1479;2.96E-01;6.40E-01;2.56E-02;;
16;;1480;2.96E-01;6.40E-01;2.56E-02;;
16;;1481;2.96E-01;6.40E-01;2.56E-02;;
16;;1482;2.96E-01;6.40E-01;2.56E-02;;
16;;1483;2.97E-01;6.40E-01;2.56E-02;;
16;;1484;2.97E-01;6.40E-01;2.56E-02;;
16;;1485;2.97E-01;6.40E-01;2.56E-02;;
16;;1486;2.97E-01;6.40E-01;2.56E-02;;
15;;1487;2.97E-01;6.00E-01;2.40E-02;;
15;;1488;2.98E-01;6.00E-01;2.40E-02;;
15;;1489;2.98E-01;6.00E-01;2.40E-02;;
15;;1490;2.98E-01;6.00E-01;2.40E-02;;
15;;1491;2.98E-01;6.00E-01;2.40E-02;;
15;;1492;2.98E-01;6.00E-01;2.40E-02;;
16;;1493;2.99E-01;6.40E-01;2.56E-02;;
15;;1494;2.99E-01;6.00E-01;2.40E-02;;
15;;1495;2.99E-01;6.00E-01;2.40E-02;;
15;;1496;2.99E-01;6.00E-01;2.40E-02;;
15;;1497;2.99E-01;6.00E-01;2.40E-02;;
15;;1498;3.00E-01;6.00E-01;2.40E-02;;
14;;1499;3.00E-01;5.60E-01;2.24E-02;;
14;;1500;3.00E-01;5.60E-01;2.24E-02;;
15;;1501;3.00E-01;6.00E-01;2.40E-02;;
14;;1502;3.00E-01;5.60E-01;2.24E-02;;
15;;1503;3.01E-01;6.00E-01;2.40E-02;;
14;;1504;3.01E-01;5.60E-01;2.24E-02;;
14;;1505;3.01E-01;5.60E-01;2.24E-02;;
14;;1506;3.01E-01;5.60E-01;2.24E-02;;
14;;1507;3.01E-01;5.60E-01;2.24E-02;;
15;;1508;3.02E-01;6.00E-01;2.40E-02;;
14;;1509;3.02E-01;5.60E-01;2.24E-02;;
14;;1510;3.02E-01;5.60E-01;2.24E-02;;
13;;1511;3.02E-01;5.20E-01;2.08E-02;;
14;;1512;3.02E-01;5.60E-01;2.24E-02;;
13;;1513;3.03E-01;5.20E-01;2.08E-02;;
14;;1514;3.03E-01;5.60E-01;2.24E-02;;
12;;1515;3.03E-01;4.80E-01;1.92E-02;;
13;;1516;3.03E-01;5.20E-01;2.08E-02;;
12;;1517;3.03E-01;4.80E-01;1.92E-02;;
14;;1518;3.04E-01;5.60E-01;2.24E-02;;
12;;1519;3.04E-01;4.80E-01;1.92E-02;;
12;;1520;3.04E-01;4.80E-01;1.92E-02;;
12;;1521;3.04E-01;4.80E-01;1.92E-02;;
12;;1522;3.04E-01;4.80E-01;1.92E-02;;
13;;1523;3.05E-01;5.20E-01;2.08E-02;;
12;;1524;3.05E-01;4.80E-01;1.92E-02;;
12;;1525;3.05E-01;4.80E-01;1.92E-02;;
12;;1526;3.05E-01;4.80E-01;1.92E-02;;
12;;1527;3.05E-01;4.80E-01;1.92E-02;;
12;;1528;3.06E-01;4.80E-01;1.92E-02;;
13;;1529;3.06E-01;5.20E-01;2.08E-02;;
12;;1530;3.06E-01;4.80E-01;1.92E-02;;
12;;1531;3.06E-01;4.80E-01;1.92E-02;;
11;;1532;3.06E-01;4.40E-01;1.76E-02;;
12;;1533;3.07E-01;4.80E-01;1.92E-02;;
12;;1534;3.07E-01;4.80E-01;1.92E-02;;
12;;1535;3.07E-01;4.80E-01;1.92E-02;;
11;;1536;3.07E-01;4.40E-01;1.76E-02;;
11;;1537;3.07E-01;4.40E-01;1.76E-02;;
12;;1538;3.08E-01;4.80E-01;1.92E-02;;
11;;1539;3.08E-01;4.40E-01;1.76E-02;;
11;;1540;3.08E-01;4.40E-01;1.76E-02;;
11;;1541;3.08E-01;4.40E-01;1.76E-02;;
12;;1542;3.08E-01;4.80E-01;1.92E-02;;
11;;1543;3.09E-01;4.40E-01;1.76E-02;;
11;;1544;3.09E-01;4.40E-01;1.76E-02;;
11;;1545;3.09E-01;4.40E-01;1.76E-02;;
11;;1546;3.09E-01;4.40E-01;1.76E-02;;
11;;1547;3.09E-01;4.40E-01;1.76E-02;;
11;;1548;3.10E-01;4.40E-01;1.76E-02;;
11;;1549;3.10E-01;4.40E-01;1.76E-02;;
11;;1550;3.10E-01;4.40E-01;1.76E-02;;
11;;1551;3.10E-01;4.40E-01;1.76E-02;;
11;;1552;3.10E-01;4.40E-01;1.76E-02;;
10;;1553;3.11E-01;4.00E-01;1.60E-02;;
11;;1554;3.11E-01;4.40E-01;1.76E-02;;
10;;1555;3.11E-01;4.00E-01;1.60E-02;;
10;;1556;3.11E-01;4.00E-01;1.60E-02;;
10;;1557;3.11E-01;4.00E-01;1.60E-02;;
9;;1558;3.12E-01;3.60E-01;1.44E-02;;
10;;1559;3.12E-01;4.00E-01;1.60E-02;;
10;;1560;3.12E-01;4.00E-01;1.60E-02;;
10;;1561;3.12E-01;4.00E-01;1.60E-02;;
10;;1562;3.12E-01;4.00E-01;1.60E-02;;
10;;1563;3.13E-01;4.00E-01;1.60E-02;;
9;;1564;3.13E-01;3.60E-01;1.44E-02;;
9;;1565;3.13E-01;3.60E-01;1.44E-02;;
10;;1566;3.13E-01;4.00E-01;1.60E-02;;
9;;1567;3.13E-01;3.60E-01;1.44E-02;;
8;;1568;3.14E-01;3.20E-01;1.28E-02;;
10;;1569;3.14E-01;4.00E-01;1.60E-02;;
8;;1570;3.14E-01;3.20E-01;1.28E-02;;
9;;1571;3.14E-01;3.60E-01;1.44E-02;;
9;;1572;3.14E-01;3.60E-01;1.44E-02;;
9;;1573;3.15E-01;3.60E-01;1.44E-02;;
8;;1574;3.15E-01;3.20E-01;1.28E-02;;
8;;1575;3.15E-01;3.20E-01;1.28E-02;;
8;;1576;3.15E-01;3.20E-01;1.28E-02;;
8;;1577;3.15E-01;3.20E-01;1.28E-02;;
8;;1578;3.16E-01;3.20E-01;1.28E-02;;
8;;1579;3.16E-01;3.20E-01;1.28E-02;;
8;;1580;3.16E-01;3.20E-01;1.28E-02;;
8;;1581;3.16E-01;3.20E-01;1.28E-02;;
8;;1582;3.16E-01;3.20E-01;1.28E-02;;
8;;1583;3.17E-01;3.20E-01;1.28E-02;;
7;;1584;3.17E-01;2.80E-01;1.12E-02;;
8;;1585;3.17E-01;3.20E-01;1.28E-02;;
8;;1586;3.17E-01;3.20E-01;1.28E-02;;
8;;1587;3.17E-01;3.20E-01;1.28E-02;;
8;;1588;3.18E-01;3.20E-01;1.28E-02;;
8;;1589;3.18E-01;3.20E-01;1.28E-02;;
8;;1590;3.18E-01;3.20E-01;1.28E-02;;
8;;1591;3.18E-01;3.20E-01;1.28E-02;;
7;;1592;3.18E-01;2.80E-01;1.12E-02;;
7;;1593;3.19E-01;2.80E-01;1.12E-02;;
8;;1594;3.19E-01;3.20E-01;1.28E-02;;
7;;1595;3.19E-01;2.80E-01;1.12E-02;;
7;;1596;3.19E-01;2.80E-01;1.12E-02;;
7;;1597;3.19E-01;2.80E-01;1.12E-02;;
7;;1598;3.20E-01;2.80E-01;1.12E-02;;
8;;1599;3.20E-01;3.20E-01;1.28E-02;;
7;;1600;3.20E-01;2.80E-01;1.12E-02;;
8;;1601;3.20E-01;3.20E-01;1.28E-02;;
6;;1602;3.20E-01;2.40E-01;9.60E-03;;
6;;1603;3.21E-01;2.40E-01;9.60E-03;;
7;;1604;3.21E-01;2.80E-01;1.12E-02;;
7;;1605;3.21E-01;2.80E-01;1.12E-02;;
6;;1606;3.21E-01;2.40E-01;9.60E-03;;
6;;1607;3.21E-01;2.40E-01;9.60E-03;;
5;;1608;3.22E-01;2.00E-01;8.00E-03;;
6;;1609;3.22E-01;2.40E-01;9.60E-03;;
6;;1610;3.22E-01;2.40E-01;9.60E-03;;
6;;1611;3.22E-01;2.40E-01;9.60E-03;;
5;;1612;3.22E-01;2.00E-01;8.00E-03;;
6;;1613;3.23E-01;2.40E-01;9.60E-03;;
5;;1614;3.23E-01;2.00E-01;8.00E-03;;
6;;1615;3.23E-01;2.40E-01;9.60E-03;;
6;;1616;3.23E-01;2.40E-01;9.60E-03;;
6;;1617;3.23E-01;2.40E-01;9.60E-03;;
5;;1618;3.24E-01;2.00E-01;8.00E-03;;
5;;1619;3.24E-01;2.00E-01;8.00E-03;;
6;;1620;3.24E-01;2.40E-01;9.60E-03;;
5;;1621;3.24E-01;2.00E-01;8.00E-03;;
5;;1622;3.24E-01;2.00E-01;8.00E-03;;
5;;1623;3.25E-01;2.00E-01;8.00E-03;;
6;;1624;3.25E-01;2.40E-01;9.60E-03;;
6;;1625;3.25E-01;2.40E-01;9.60E-03;;
4;;1626;3.25E-01;1.60E-01;6.40E-03;;
5;;1627;3.25E-01;2.00E-01;8.00E-03;;
4;;1628;3.26E-01;1.60E-01;6.40E-03;;
5;;1629;3.26E-01;2.00E-01;8.00E-03;;
5;;1630;3.26E-01;2.00E-01;8.00E-03;;
4;;1631;3.26E-01;1.60E-01;6.40E-03;;
5;;1632;3.26E-01;2.00E-01;8.00E-03;;
5;;1633;3.27E-01;2.00E-01;8.00E-03;;
5;;1634;3.27E-01;2.00E-01;8.00E-03;;
5;;1635;3.27E-01;2.00E-01;8.00E-03;;
4;;1636;3.27E-01;1.60E-01;6.40E-03;;
4;;1637;3.27E-01;1.60E-01;6.40E-03;;
5;;1638;3.28E-01;2.00E-01;8.00E-03;;
4;;1639;3.28E-01;1.60E-01;6.40E-03;;
4;;1640;3.28E-01;1.60E-01;6.40E-03;;
4;;1641;3.28E-01;1.60E-01;6.40E-03;;
4;;1642;3.28E-01;1.60E-01;6.40E-03;;
4;;1643;3.29E-01;1.60E-01;6.40E-03;;
4;;1644;3.29E-01;1.60E-01;6.40E-03;;
4;;1645;3.29E-01;1.60E-01;6.40E-03;;
4;;1646;3.29E-01;1.60E-01;6.40E-03;;
4;;1647;3.29E-01;1.60E-01;6.40E-03;;
4;;1648;3.30E-01;1.60E-01;6.40E-03;;
4;;1649;3.30E-01;1.60E-01;6.40E-03;;
4;;1650;3.30E-01;1.60E-01;6.40E-03;;
4;;1651;3.30E-01;1.60E-01;6.40E-03;;
4;;1652;3.30E-01;1.60E-01;6.40E-03;;
4;;1653;3.31E-01;1.60E-01;6.40E-03;;
4;;1654;3.31E-01;1.60E-01;6.40E-03;;
3;;1655;3.31E-01;1.20E-01;4.80E-03;;
3;;1656;3.31E-01;1.20E-01;4.80E-03;;
4;;1657;3.31E-01;1.60E-01;6.40E-03;;
4;;1658;3.32E-01;1.60E-01;6.40E-03;;
4;;1659;3.32E-01;1.60E-01;6.40E-03;;
3;;1660;3.32E-01;1.20E-01;4.80E-03;;
4;;1661;3.32E-01;1.60E-01;6.40E-03;;
4;;1662;3.32E-01;1.60E-01;6.40E-03;;
3;;1663;3.33E-01;1.20E-01;4.80E-03;;
3;;1664;3.33E-01;1.20E-01;4.80E-03;;
3;;1665;3.33E-01;1.20E-01;4.80E-03;;
3;;1666;3.33E-01;1.20E-01;4.80E-03;;
3;;1667;3.33E-01;1.20E-01;4.80E-03;;
3;;1668;3.34E-01;1.20E-01;4.80E-03;;
3;;1669;3.34E-01;1.20E-01;4.80E-03;;
3;;1670;3.34E-01;1.20E-01;4.80E-03;;
3;;1671;3.34E-01;1.20E-01;4.80E-03;;
3;;1672;3.34E-01;1.20E-01;4.80E-03;;
2;;1673;3.35E-01;8.00E-02;3.20E-03;;
3;;1674;3.35E-01;1.20E-01;4.80E-03;;
2;;1675;3.35E-01;8.00E-02;3.20E-03;;
3;;1676;3.35E-01;1.20E-01;4.80E-03;;
3;;1677;3.35E-01;1.20E-01;4.80E-03;;
2;;1678;3.36E-01;8.00E-02;3.20E-03;;
3;;1679;3.36E-01;1.20E-01;4.80E-03;;
2;;1680;3.36E-01;8.00E-02;3.20E-03;;
2;;1681;3.36E-01;8.00E-02;3.20E-03;;
2;;1682;3.36E-01;8.00E-02;3.20E-03;;
3;;1683;3.37E-01;1.20E-01;4.80E-03;;
3;;1684;3.37E-01;1.20E-01;4.80E-03;;
2;;1685;3.37E-01;8.00E-02;3.20E-03;;
2;;1686;3.37E-01;8.00E-02;3.20E-03;;
2;;1687;3.37E-01;8.00E-02;3.20E-03;;
1;;1688;3.38E-01;4.00E-02;1.60E-03;;
2;;1689;3.38E-01;8.00E-02;3.20E-03;;
2;;1690;3.38E-01;8.00E-02;3.20E-03;;
2;;1691;3.38E-01;8.00E-02;3.20E-03;;
3;;1692;3.38E-01;1.20E-01;4.80E-03;;
2;;1693;3.39E-01;8.00E-02;3.20E-03;;
2;;1694;3.39E-01;8.00E-02;3.20E-03;;
2;;1695;3.39E-01;8.00E-02;3.20E-03;;
2;;1696;3.39E-01;8.00E-02;3.20E-03;;
1;;1697;3.39E-01;4.00E-02;1.60E-03;;
1;;1698;3.40E-01;4.00E-02;1.60E-03;;
1;;1699;3.40E-01;4.00E-02;1.60E-03;;
1;;1700;3.40E-01;4.00E-02;1.60E-03;;
2;;1701;3.40E-01;8.00E-02;3.20E-03;;
2;;1702;3.40E-01;8.00E-02;3.20E-03;;
1;;1703;3.41E-01;4.00E-02;1.60E-03;;
2;;1704;3.41E-01;8.00E-02;3.20E-03;;
1;;1705;3.41E-01;4.00E-02;1.60E-03;;
1;;1706;3.41E-01;4.00E-02;1.60E-03;;
1;;1707;3.41E-01;4.00E-02;1.60E-03;;
1;;1708;3.42E-01;4.00E-02;1.60E-03;;
1;;1709;3.42E-01;4.00E-02;1.60E-03;;
1;;1710;3.42E-01;4.00E-02;1.60E-03;;
1;;1711;3.42E-01;4.00E-02;1.60E-03;;
1;;1712;3.42E-01;4.00E-02;1.60E-03;;
1;;1713;3.43E-01;4.00E-02;1.60E-03;;
1;;1714;3.43E-01;4.00E-02;1.60E-03;;
1;;1715;3.43E-01;4.00E-02;1.60E-03;;
1;;1716;3.43E-01;4.00E-02;1.60E-03;;
1;;1717;3.43E-01;4.00E-02;1.60E-03;;
1;;1718;3.44E-01;4.00E-02;1.60E-03;;
1;;1719;3.44E-01;4.00E-02;1.60E-03;;
1;;1720;3.44E-01;4.00E-02;1.60E-03;;
1;;1721;3.44E-01;4.00E-02;1.60E-03;;
1;;1722;3.44E-01;4.00E-02;1.60E-03;;
1;;1723;3.45E-01;4.00E-02;1.60E-03;;
1;;1724;3.45E-01;4.00E-02;1.60E-03;;
1;;1725;3.45E-01;4.00E-02;1.60E-03;;
1;;1726;3.45E-01;4.00E-02;1.60E-03;;
1;;1727;3.45E-01;4.00E-02;1.60E-03;;
0;;1728;3.46E-01;0.00E+00;0.00E+00;;
0;;1729;3.46E-01;0.00E+00;0.00E+00;;
0;;1730;3.46E-01;0.00E+00;0.00E+00;;
1;;1731;3.46E-01;4.00E-02;1.60E-03;;
1;;1732;3.46E-01;4.00E-02;1.60E-03;;
0;;1733;3.47E-01;0.00E+00;0.00E+00;;
0;;1734;3.47E-01;0.00E+00;0.00E+00;;
0;;1735;3.47E-01;0.00E+00;0.00E+00;;
0;;1736;3.47E-01;0.00E+00;0.00E+00;;
0;;1737;3.47E-01;0.00E+00;0.00E+00;;
0;;1738;3.48E-01;0.00E+00;0.00E+00;;
0;;1739;3.48E-01;0.00E+00;0.00E+00;;
0;;1740;3.48E-01;0.00E+00;0.00E+00;;
1;;1741;3.48E-01;4.00E-02;1.60E-03;;
0;;1742;3.48E-01;0.00E+00;0.00E+00;;
0;;1743;3.49E-01;0.00E+00;0.00E+00;;
1;;1744;3.49E-01;4.00E-02;1.60E-03;;
1;;1745;3.49E-01;4.00E-02;1.60E-03;;
0;;1746;3.49E-01;0.00E+00;0.00E+00;;
1;;1747;3.49E-01;4.00E-02;1.60E-03;;
0;;1748;3.50E-01;0.00E+00;0.00E+00;;
1;;1749;3.50E-01;4.00E-02;1.60E-03;;
0;;1750;3.50E-01;0.00E+00;0.00E+00;;
0;;1751;3.50E-01;0.00E+00;0.00E+00;;
1;;1752;3.50E-01;4.00E-02;1.60E-03;;
0;;1753;3.51E-01;0.00E+00;0.00E+00;;
0;;1754;3.51E-01;0.00E+00;0.00E+00;;
0;;1755;3.51E-01;0.00E+00;0.00E+00;;
1;;1756;3.51E-01;4.00E-02;1.60E-03;;
0;;1757;3.51E-01;0.00E+00;0.00E+00;;
0;;1758;3.52E-01;0.00E+00;0.00E+00;;
1;;1759;3.52E-01;4.00E-02;1.60E-03;;
0;;1760;3.52E-01;0.00E+00;0.00E+00;;
1;;1761;3.52E-01;4.00E-02;1.60E-03;;
0;;1762;3.52E-01;0.00E+00;0.00E+00;;
1;;1763;3.53E-01;4.00E-02;1.60E-03;;
0;;1764;3.53E-01;0.00E+00;0.00E+00;;
0;;1765;3.53E-01;0.00E+00;0.00E+00;;
0;;1766;3.53E-01;0.00E+00;0.00E+00;;
0;;1767;3.53E-01;0.00E+00;0.00E+00;;
1;;1768;3.54E-01;4.00E-02;1.60E-03;;
1;;1769;3.54E-01;4.00E-02;1.60E-03;;
1;;1770;3.54E-01;4.00E-02;1.60E-03;;
0;;1771;3.54E-01;0.00E+00;0.00E+00;;
0;;1772;3.54E-01;0.00E+00;0.00E+00;;
1;;1773;3.55E-01;4.00E-02;1.60E-03;;
0;;1774;3.55E-01;0.00E+00;0.00E+00;;
0;;1775;3.55E-01;0.00E+00;0.00E+00;;
0;;1776;3.55E-01;0.00E+00;0.00E+00;;
1;;1777;3.55E-01;4.00E-02;1.60E-03;;
1;;1778;3.56E-01;4.00E-02;1.60E-03;;
0;;1779;3.56E-01;0.00E+00;0.00E+00;;
0;;1780;3.56E-01;0.00E+00;0.00E+00;;
0;;1781;3.56E-01;0.00E+00;0.00E+00;;
1;;1782;3.56E-01;4.00E-02;1.60E-03;;
1;;1783;3.57E-01;4.00E-02;1.60E-03;;
0;;1784;3.57E-01;0.00E+00;0.00E+00;;
0;;1785;3.57E-01;0.00E+00;0.00E+00;;
0;;1786;3.57E-01;0.00E+00;0.00E+00;;
1;;1787;3.57E-01;4.00E-02;1.60E-03;;
0;;1788;3.58E-01;0.00E+00;0.00E+00;;
0;;1789;3.58E-01;0.00E+00;0.00E+00;;
1;;1790;3.58E-01;4.00E-02;1.60E-03;;
1;;1791;3.58E-01;4.00E-02;1.60E-03;;
0;;1792;3.58E-01;0.00E+00;0.00E+00;;
0;;1793;3.59E-01;0.00E+00;0.00E+00;;
1;;1794;3.59E-01;4.00E-02;1.60E-03;;
0;;1795;3.59E-01;0.00E+00;0.00E+00;;
1;;1796;3.59E-01;4.00E-02;1.60E-03;;
0;;1797;3.59E-01;0.00E+00;0.00E+00;;
0;;1798;3.60E-01;0.00E+00;0.00E+00;;
0;;1799;3.60E-01;0.00E+00;0.00E+00;;
1;;1800;3.60E-01;4.00E-02;1.60E-03;;
0;;1801;3.60E-01;0.00E+00;0.00E+00;;
1;;1802;3.60E-01;4.00E-02;1.60E-03;;
0;;1803;3.61E-01;0.00E+00;0.00E+00;;
0;;1804;3.61E-01;0.00E+00;0.00E+00;;
0;;1805;3.61E-01;0.00E+00;0.00E+00;;
0;;1806;3.61E-01;0.00E+00;0.00E+00;;
1;;1807;3.61E-01;4.00E-02;1.60E-03;;
0;;1808;3.62E-01;0.00E+00;0.00E+00;;
0;;1809;3.62E-01;0.00E+00;0.00E+00;;
0;;1810;3.62E-01;0.00E+00;0.00E+00;;
1;;1811;3.62E-01;4.00E-02;1.60E-03;;
1;;1812;3.62E-01;4.00E-02;1.60E-03;;
0;;1813;3.63E-01;0.00E+00;0.00E+00;;
1;;1814;3.63E-01;4.00E-02;1.60E-03;;
1;;1815;3.63E-01;4.00E-02;1.60E-03;;
0;;1816;3.63E-01;0.00E+00;0.00E+00;;
0;;1817;3.63E-01;0.00E+00;0.00E+00;;
1;;1818;3.64E-01;4.00E-02;1.60E-03;;
1;;1819;3.64E-01;4.00E-02;1.60E-03;;
1;;1820;3.64E-01;4.00E-02;1.60E-03;;
1;;1821;3.64E-01;4.00E-02;1.60E-03;;
1;;1822;3.64E-01;4.00E-02;1.60E-03;;
1;;1823;3.65E-01;4.00E-02;1.60E-03;;
1;;1824;3.65E-01;4.00E-02;1.60E-03;;
1;;1825;3.65E-01;4.00E-02;1.60E-03;;
1;;1826;3.65E-01;4.00E-02;1.60E-03;;
1;;1827;3.65E-01;4.00E-02;1.60E-03;;
1;;1828;3.66E-01;4.00E-02;1.60E-03;;
1;;1829;3.66E-01;4.00E-02;1.60E-03;;
1;;1830;3.66E-01;4.00E-02;1.60E-03;;
1;;1831;3.66E-01;4.00E-02;1.60E-03;;
2;;1832;3.66E-01;8.00E-02;3.20E-03;;
2;;1833;3.67E-01;8.00E-02;3.20E-03;;
2;;1834;3.67E-01;8.00E-02;3.20E-03;;
2;;1835;3.67E-01;8.00E-02;3.20E-03;;
2;;1836;3.67E-01;8.00E-02;3.20E-03;;
2;;1837;3.67E-01;8.00E-02;3.20E-03;;
2;;1838;3.68E-01;8.00E-02;3.20E-03;;
2;;1839;3.68E-01;8.00E-02;3.20E-03;;
1;;1840;3.68E-01;4.00E-02;1.60E-03;;
1;;1841;3.68E-01;4.00E-02;1.60E-03;;
2;;1842;3.68E-01;8.00E-02;3.20E-03;;
2;;1843;3.69E-01;8.00E-02;3.20E-03;;
2;;1844;3.69E-01;8.00E-02;3.20E-03;;
2;;1845;3.69E-01;8.00E-02;3.20E-03;;
2;;1846;3.69E-01;8.00E-02;3.20E-03;;
2;;1847;3.69E-01;8.00E-02;3.20E-03;;
2;;1848;3.70E-01;8.00E-02;3.20E-03;;
2;;1849;3.70E-01;8.00E-02;3.20E-03;;
2;;1850;3.70E-01;8.00E-02;3.20E-03;;
2;;1851;3.70E-01;8.00E-02;3.20E-03;;
2;;1852;3.70E-01;8.00E-02;3.20E-03;;
2;;1853;3.71E-01;8.00E-02;3.20E-03;;
2;;1854;3.71E-01;8.00E-02;3.20E-03;;
2;;1855;3.71E-01;8.00E-02;3.20E-03;;
3;;1856;3.71E-01;1.20E-01;4.80E-03;;
3;;1857;3.71E-01;1.20E-01;4.80E-03;;
2;;1858;3.72E-01;8.00E-02;3.20E-03;;
3;;1859;3.72E-01;1.20E-01;4.80E-03;;
2;;1860;3.72E-01;8.00E-02;3.20E-03;;
3;;1861;3.72E-01;1.20E-01;4.80E-03;;
2;;1862;3.72E-01;8.00E-02;3.20E-03;;
